Brand,All_vegan,Partial_vegan,Bad_parent_company,Black_owned,Ulta,Sephora,Beauty_Bay,Cult_Beauty,Nordstrom
Makeup Addiction Cosmetics ,False,False,False,True,,,,,
Makeup Eraser ,True,False,False,False,1.0,,,,1.0
Makeup Eraser ,True,False,False,False,,1.0,,,
Makeup Geek,False,False,False,False,,,1.0,,
Makeup Revolution,False,False,False,False,1.0,,,,
Makeup by Mario ,False,False,False,False,,,,,
Malaya Organics,False,False,False,False,,,,,
Manic Panic ,True,False,False,False,1.0,,,,
Maple Holistics,False,False,False,False,,,,,
Marcelle,False,False,False,False,,,,,
Maria Nila,False,False,False,False,,,,,
Marie Hunter Beauty ,False,False,False,True,,,,,
Marie Natie,False,False,False,False,,,,,
Marie Veronique,False,False,False,False,,,,,
Mario Badescu,False,False,False,False,1.0,,1.0,,1.0
Marks & Spencer,False,False,False,False,,,,,
Marnie’s Body Care,False,False,False,False,,,,,
Maréna Beauté ,False,False,False,True,,,,,
MaskerAide Beauty ,True,False,False,False,,,,,
May Lindstrom Skin,False,False,False,False,,,,,
Me & You ,True,False,False,False,,,,,
Meant,False,False,False,False,,,,,
Mei Yin Naturopathics ,True,False,False,False,,,,,
Melanie Mills Hollywood,False,False,False,False,,,,,
Mellow Cosmetics ,True,False,False,False,,,,,
Melt Cosmetics,False,False,False,False,,,1.0,,
Melt Cosmetics ,False,False,False,False,,,,,
Mented Cosmetics,False,False,False,False,1.0,,,,
Mented Cosmetics ,True,False,False,True,,,,,
Meow Cosmetics,False,False,False,False,,,,,
Meow Meow Tweet ,True,False,False,False,,,,,
Metamour Skin Care ,True,False,False,False,,,,,
Method ,True,False,True,False,,,,,
Mi-Me,False,False,False,False,,,,,
Michael Lorin Reed ,True,False,False,False,,,,,
Michael Todd,False,False,False,False,1.0,,,,
Milani,False,False,False,False,,,,,
Milani ,False,True,False,False,1.0,,1.0,,
Milk Makeup ,True,False,False,False,,1.0,,1.0,
Mineral Fusion,False,False,False,False,,,,,
Mineral Hygienics,False,False,False,False,,,,,
Mirenesse,False,False,False,False,,,,,
Mocha Whip ,True,False,False,True,,,,,
ModelCo,False,False,False,False,,,,,
Modern Minerals ,True,False,False,False,,,,,
Molton Brown,False,False,False,False,,,,,
Moon Juice,False,False,False,False,,1.0,,1.0,1.0
Moon Luv ,True,False,False,False,,,,,
Moroccanoil,False,False,False,False,,,,,1.0
Mountain Rose Herbs,False,False,False,False,,,,,
Mrs. Meyer’s Clean Day ,False,False,True,False,,,,,
Mullein & Sparrow,False,False,False,False,,,,,
Murad ,False,False,True,False,1.0,1.0,,,1.0
My Daughter Fragrances,False,False,False,False,,,,,
My Konjac Sponge ,True,False,False,False,,,,,
My Pretty Zombie,False,False,False,False,,,,,
MyChelle Dermaceuticals,False,False,False,False,1.0,,,,
NABLA,False,False,False,False,1.0,,,,
NCLA ,True,False,False,False,,,,1.0,1.0
NCLA Beauty ,True,False,False,False,,,,,
NEST Fragrances,False,False,False,False,1.0,,,,
NIOD ,False,False,True,False,,,,,
NIU BODY ,True,False,False,False,,,,,
NOTE Cosmetics,False,False,False,False,,,,,
NVEY Eco,False,False,False,False,,,,,
NYL ,True,False,False,False,,,,,
NYX ,False,True,True,False,,,,1.0,
NYX Cosmetics ,False,True,True,False,,,,,
NYX ,False,False,True,False,1.0,,,,
Nabla,False,False,False,False,,,1.0,,
Nabla Cosmetics,False,False,False,False,,,,,
Nad’s Natural,False,False,False,False,1.0,,,,
Nanshy ,True,False,False,False,,,1.0,,
Napoleon Perdis,False,False,False,False,,,,,
Nash + Pino ,True,False,False,True,,,,,
Natio,False,False,False,False,,,,,
NatraCare ,True,False,False,False,,,,,
Natura,False,False,False,False,,,,,
Natural Glow Sunless Tanning,False,False,False,False,,,,,
Natural Scentzations ,True,False,False,False,,,,,
Nature’s Gate ,True,False,False,False,,,,,
Naturopathica,False,False,False,False,,,,,
Neal’s Yard Remedies,False,False,False,False,,,,,
Necromancy Cosmetica ,True,False,False,False,,,,,
Nelson Naturals ,True,False,False,False,,,,,
Nick Chavez Beverly Hills,False,False,False,False,,,,,
Nicole Granato,False,False,False,False,,,,,
No Miss,False,False,False,False,,,,,
No7,False,False,False,False,,,,,
No7 ,False,False,True,False,1.0,,,,
Nomad Cosmetics,False,False,False,False,,,,,
Nonie of Beverly Hills ,True,False,False,False,,,,,
Nordic Naturals,False,False,False,False,,,,,
North Coast Organics ,True,False,False,False,,,,,
Not A Sponge ,True,False,False,False,,,,,
Not Your Mother’s,False,False,False,False,1.0,,,,
Noughty ,True,False,False,False,,,,,
Nourish Organic,False,False,False,False,,,,,
Now Foods/Now Products,False,False,False,False,,,,,
NuMe,False,False,False,False,,,1.0,,
Nude & Noir Cosmetics ,True,False,False,False,,,,,
Nudestix ,True,False,False,False,1.0,,,,
Nue Makeup ,False,False,False,True,,,,,
Nui,False,False,False,False,,,,,
Nurture My Body,False,False,False,False,,,,,
Nzuri Organics,False,False,False,False,,,,,
Nécessaire ,True,False,False,False,,,,,
O.R.G. Skincare,False,False,False,False,,,,,
OFRA Cosmetics ,True,False,False,False,1.0,,1.0,,
ONE SEED ,True,False,False,False,,,,,
ONNE ,True,False,False,False,,,,,
OOO Polish (Triple O Polish) ,True,False,False,True,,,,,
OPV Beauty ,False,False,False,True,,,,,
ORGAID,False,False,False,False,,,,,
ORLY,False,False,False,False,1.0,,,,
ORLY ,True,False,False,False,,,,,
OSEA ,True,False,False,False,1.0,,,,
OSEA Malibu ,True,False,False,False,,,,,
OUAI,False,False,False,False,1.0,,,,
OUAI ,False,False,True,False,,1.0,,,
Odele ,True,False,False,False,1.0,,,,
Oden’s Eye,False,False,False,False,,,,,
Odylique,False,False,False,False,,,,,
Olaplex ,True,False,False,False,1.0,1.0,,,
Ole Henriksen,False,False,False,False,,1.0,,,
Olio E Osso,False,False,False,False,1.0,,,,
Omcali,False,False,False,False,,,,,
Omolewa Cosmetics ,False,False,False,True,,,,,
One Love Organics,False,False,False,False,,,,,
Onesta,False,False,False,False,,,,,
Orchard View Naturals (OV Naturals) ,True,False,False,False,,,,,
"Ordinary, The",False,False,False,False,,,1.0,1.0,
"Ordinary, The ",True,False,True,False,1.0,1.0,,,
Organic Bath Co ,False,False,False,True,,,,,
"Organic Skin Co., The",False,False,False,False,,,,,
Oribe ,False,False,True,False,,1.0,,,
Original Human Co ,True,False,False,False,,,,,
Oui The People ,False,False,False,True,,,,,
Ouidad,False,False,False,False,1.0,,,,
Out of Africa,False,False,False,False,,,,,
Overall Beauty Minerals ,True,False,False,False,,,,,
Own Beauty ,True,False,False,False,,,,,
Oxalis Apothecary,False,False,False,False,,,,,
PLANT Apothecary ,True,False,False,False,,,,,
POP Beauty,False,False,False,False,,,,,
PUR Cosmetics,False,False,False,False,,,,,
PUR Cosmetics ,False,True,False,False,1.0,,1.0,,
PYT Beauty,False,False,False,False,1.0,,,,
Pacifica ,True,False,False,False,1.0,,,,
Pai Skincare ,True,False,False,False,,,,,
Palate Polish ,True,False,False,False,,,,,
Pangea Organics,False,False,False,False,,,,,
Parasilk ,True,False,False,False,,,,,
Parissa,False,False,False,False,1.0,,,,
Patchology,False,False,False,False,,,,1.0,
Patchology ,False,True,False,False,1.0,,,,
Paul Mitchell,False,False,False,False,1.0,,,,
Paula’s Choice ,False,False,True,False,,1.0,,1.0,1.0
Peacci ,True,False,False,False,,,,,
Peace Out,False,False,False,False,1.0,1.0,,,
Peach & Lily,False,False,False,False,1.0,,,,
Peach Slices,False,False,False,False,1.0,,,,
Pear Nova ,True,False,False,True,,,,,
PearlBar ,True,False,False,False,,,,,
Pelle Beauty ,True,False,False,False,,,,,
Peony Cosmetics,False,False,False,False,,,,,
People of Color Beauty ,True,False,False,True,,,,,
Perfekt,False,False,False,False,,1.0,,,
Perricone MD,False,False,False,False,1.0,1.0,,1.0,1.0
Personna (shaving razors),False,False,False,False,,,,,
Petal Fresh,False,False,False,False,,,,,
Philosophy,False,False,False,False,,,,,
Philosophy ,False,False,True,False,1.0,,,,
PhytoVitamins ,True,False,False,False,,,,,
Piggy Paint,False,False,False,False,,,,,
Piggy Polish,False,False,False,False,,,,,
Pinrose ,True,False,False,False,1.0,,,,1.0
PiperWai Natural Deodorant ,True,False,False,False,,,,,
Pipette,False,False,False,False,1.0,,,,
Pirouette Professionals ,True,False,False,False,,,,,
Pixi,False,False,False,False,,,,,
Pixi ,False,True,False,False,,,,1.0,
Pixi Beauty,False,False,False,False,1.0,1.0,,,
Plaine Products ,True,False,False,False,,,,,
Plant Therapy,False,False,False,False,,,,,
Plantioxidants ,True,False,False,False,,,,,
Plantlife,False,False,False,False,,,,,
Plume Science,False,False,False,False,,,,,
Poo~Pourri ,True,False,False,False,1.0,,,,
Possets Perfume ,True,False,False,False,,,,,
Practk,False,False,False,False,,,,,
Precious Skin Elixirs,False,False,False,False,,,,,
Preserve ,True,False,False,False,,,,,
Previse,False,False,False,False,,,,,
Primark,False,False,False,False,,,,,
Priti NYC ,True,False,False,False,,,,,
Profusion Cosmetics,False,False,False,False,,,,,
Promise Organic,False,False,False,False,,,,,
Prospector Co.,False,False,False,False,,,,,
Pur Home Clean ,False,False,False,True,,,,,
Puracy ,True,False,False,False,,,,,
Pure Chimp ,True,False,False,False,,,,,
Pureology ,False,False,True,False,,1.0,,1.0,
Pureology ,True,False,True,False,,,,,
Pureology ,False,False,True,False,1.0,,,,
Puristry ,True,False,False,False,,,,,
"PÜRE Collection, The",False,False,False,False,,,,,
Qualerex Beauty,False,False,False,False,,,,,
R + Co (R and Co) ,True,False,False,False,,,,,
R.L. Linden & Co,False,False,False,False,,,,,
RCMA,False,False,False,False,,,1.0,,
RCMA Makeup,False,False,False,False,,,,,
REN Skincare ,False,False,True,False,,,,1.0,1.0
RESCUE,False,False,False,False,,,,,
REVERIE ,True,False,False,False,,,,,
RMS Beauty,False,False,False,False,,,1.0,1.0,1.0
Rabbit Brush Goods,False,False,False,False,,,,,
Rare Beauty ,True,False,False,False,,,,,
Rare El’ements,False,False,False,False,,,,,
Rave Nailz ,True,False,False,False,,,,,
Raw Sugar Living,False,False,False,False,,,,,
Real Purity,False,False,False,False,,,,,
Real Simple Clean,False,False,False,False,,,,,
Real Techniques,False,False,False,False,1.0,,,,
Red Apple Lipstick ,True,False,False,False,,,,,
Reficis ,True,False,False,False,,,,,
Relogy ,True,False,False,False,,,,,
Remilia Hair,False,False,False,False,,,,,
Replere ,True,False,False,False,,,,,
Reverie ,True,False,False,False,,1.0,,,
RevivaLabs,False,False,False,False,,,,,
Revolution Beauty,False,False,False,False,,,,,
Rilastil ,True,False,False,False,,,,,
Rimmel ,False,False,True,False,,,,,
Rise & Shine Naturals,False,False,False,False,,,,,
Rituel de Fille,False,False,False,False,1.0,,,1.0,
Root ,True,False,False,False,,,,,
Root Science ,True,False,False,False,,,,,
Rosebud Company,False,False,False,False,,,,,
Rosebud Perfume Co.,False,False,False,False,,1.0,,,
Rosebud Perfume sk*pCo.,False,False,False,False,1.0,,,,
Rosemira Organics,False,False,False,False,,,,,
Rouge Bunny Rouge,False,False,False,False,,,,,
Ruba Beauty ,False,False,False,True,,,,,
Ruby White Tips,False,False,False,False,,,,,
S.W.Basics,False,False,False,False,,,,,
SIMKHA ,True,False,False,True,,,,,
SIRCUIT Skin/SIRCUIT Cosmeceuticals,False,False,False,False,,,,,
SOL Body ,True,False,False,False,,,,,
SOPHi by Piggy Paint,False,False,False,False,,,,,
SUGARLOOM Cosmetics ,True,False,False,False,,,,,
SULA NYC ,False,False,False,True,,,,,
SVELTA Tan ,True,False,False,False,,,,,
Sabreen Cosmetics ,True,False,False,True,,,,,
Sahajan,False,False,False,False,,,,,
Saie,False,False,False,False,,,,,
Saje Natural Wellness,False,False,False,False,,,,,
San Francisco Salt Co,False,False,False,False,,,,,
Sand & Sky,False,False,False,False,1.0,,,,
Sante Natural Cosmetics ,False,False,True,False,,,,,
Sanzi Performance Organics ,True,False,False,False,,,,,
Sappo Hill Soapworks ,True,False,False,False,,,,,
Saturated Colour,False,False,False,False,,,,,
Saya Skincare,False,False,False,False,,,,,
Schmidt’s Naturals ,True,False,True,False,,,,,
SeSpring Skin ,True,False,False,False,,,,,
Seed Phytonutrients ,False,False,True,False,1.0,,,,
Seed Phytonutrients ,False,False,True,False,,,,,
Sensible Organics,False,False,False,False,,,,,
September Rose Co ,True,False,False,True,,,,,
Seriously FAB ,True,False,False,False,,,,,
Seventh Generation ,False,False,True,False,,,,,
Shanel Cosmetics ,False,False,False,True,,,,,
Shay & Blue London ,True,False,False,False,,,,,
Shea Moisture ,False,False,True,False,1.0,,,,
ShiKai,False,False,False,False,,,,,
Shimirose ,True,False,False,True,,,,,
Sibu Beauty,False,False,False,False,,,,,
Sienna X,False,False,False,False,,,,,
Sienna Byron Bay ,True,False,False,False,,,,,
Sigma,False,False,False,False,,,,1.0,
Sigma Beauty,False,False,False,False,,,1.0,,1.0
Silk Naturals,False,False,False,False,,,,,
Similisan,False,False,False,False,,,,,
Simple Sugars,False,False,False,False,,,,,
Simplicité Skin Care ,True,False,False,False,,,,,
Skandinavisk ,True,False,False,False,,,,,
Skin Actives Scientific,False,False,False,False,,,,,
Skin Deva ,True,False,False,False,,,,,
Skin Dressing ,True,False,False,False,,,,,
SkinOwl ,True,False,False,False,,,,1.0,
Skinchantment ,True,False,False,False,,,,,
Skinfix,False,False,False,False,1.0,,,,
Sky Organics,False,False,False,False,,,,,
Sky Organics CBD,False,False,False,False,,,,,
Skylar ,True,False,False,False,,1.0,,,
Skyn Iceland ,True,False,False,False,,,,1.0,
SmartyPits,False,False,False,False,1.0,,,,
Smashbox ,False,False,True,False,,,,,
Smashbox ,False,True,True,False,1.0,1.0,,,
Smashbox ,False,True,True,False,,,,,1.0
Soap & Glory,False,False,False,False,,,,,
Soap & Glory ,False,False,True,False,1.0,,,,
"Soap Market, The ",True,False,False,False,,,,,
Soapbox Soaps,False,False,False,False,,,,,
Soapwalla ,False,False,False,False,,,,,
SoapyLayne ,True,False,False,False,,,,,
SocialEyes Lashes ,True,False,False,False,,,,,
Soffli ,True,False,False,False,,,,,
Sol de Janeiro ,False,False,True,False,,,,,
Sol de Janeiro ,False,True,False,False,,,,1.0,
Sol de Janeiro ,False,True,True,False,,1.0,,,
Sonia Kashuk,False,False,False,False,,,,,
Soultice Spa ,True,False,False,False,,,,,
SpaRitual ,True,False,False,False,,,,,
Spectrum ,True,False,False,False,1.0,,,,
Spectrum Collections ,True,False,False,False,,,,,
Sphynx ,True,False,False,False,,,,,
Sprout Skincare,False,False,False,False,,,,,
Spruce & Co,False,False,False,False,,,,,
St. Tropez,False,False,False,False,1.0,,,,
St. Tropica ,True,False,False,False,,,,,
Starlooks,False,False,False,False,,,,,
Starrily ,True,False,False,False,,,,,
Static Nails ,True,False,False,False,1.0,,,,
Stila,False,False,False,False,1.0,1.0,1.0,1.0,1.0
Stinkbug Naturals,False,False,False,False,,,,,
StriVectin,False,False,False,False,1.0,,,,1.0
Strobe Cosmetics ,True,False,False,False,,,,,
Sugar & Oats ,True,False,False,False,,,,,
Sugar Rush by Tarte ,True,False,True,False,1.0,,,,
SugarPill,False,False,False,False,,,,,
Sugarpill,False,False,False,False,,,1.0,,
Sukin ,True,False,False,False,,,,,
Sun + Moon,False,False,False,False,,,,,
Sun Bum,False,False,False,False,1.0,,,,
Sun and Earth ,True,False,False,False,,,,,
Sunday Riley,False,False,False,False,1.0,1.0,,1.0,1.0
Sunday Riley,False,False,False,False,1.0,1.0,,1.0,1.0
Suntegrity ,True,False,False,False,,,,,
Supa Herbal Greens ,True,False,False,False,,,,,
Superdrug,False,False,False,False,,,,,
Supergoop!,False,False,False,False,1.0,,,,1.0
Sweat Cosmetics ,True,False,False,False,,,,,
Sweet Anthem Perfumes ,True,False,False,False,,,,,
Sweet Chef ,True,False,False,False,,,,,
SweetSpot Labs,False,False,False,False,1.0,,,,
Swisspers,False,False,False,False,,,,,
T3,False,False,False,False,1.0,1.0,1.0,,1.0
TAY Skincare,False,False,False,False,,,,,
TRESemmé ,False,False,True,False,1.0,,,,
Tangle Teezer,False,False,False,False,,,,,
Tanologist ,True,False,False,False,1.0,,,,
Tarte ,False,True,True,False,1.0,1.0,,,
Tarte ,False,False,True,False,,,,,
Tata Harper ,False,False,True,False,,,,,
Tata Harper ,False,True,False,False,,1.0,,1.0,1.0
Tatcha ,False,False,True,False,,,,,
Tatcha ,False,False,True,False,,1.0,,,
Teadora ,True,False,False,False,,,,,
Terre Mere Cosmetics ,True,False,False,False,,,,,
Thera Wise ,True,False,False,False,,,,,
TheraBreath,False,False,False,False,,,,,
TheraBreath ,False,False,True,False,1.0,,,,
Thesis ,True,False,False,False,,,,,
Three Main,False,False,False,False,,,,,
Three Ships Beautypai,False,False,False,False,,,,,
Thrive Causemetics ,True,False,False,False,,,,,
Tiki Bar Soap,False,False,False,False,,,,,
ToN Cosmetics ,True,False,False,False,,,,,
Tomoe Kobo,False,False,False,False,,,,,
Tom’s of Maine ,False,False,True,False,,,,,
Tony Moly,False,False,False,False,1.0,,,,
Too Faced ,False,True,True,False,,,,1.0,
Too Faced ,False,False,True,False,,,,,
Too Faced ,False,True,True,False,1.0,1.0,,,1.0
Topix Pharmaceuticals,False,False,False,False,,,,,
Topshop,False,False,False,False,,,,,
Touchland ,True,False,False,False,1.0,,,,
Tower 28 ,True,False,False,False,,1.0,,,
Trader Joe’s Brand,False,False,False,False,,,,,
Tree Hut,False,False,False,False,1.0,,,,
Tres Pure,False,False,False,False,,,,,
Triumph & Disaster,False,False,False,False,,,,,
Tropic Skincare ,True,False,False,False,,,,,
TruSelf Organics,False,False,False,False,,,,,
True Moringa ,True,False,False,False,,,,,
True Natural,False,False,False,False,,,,,
Trufora ,True,False,False,False,,,,,
Truly ,True,False,False,False,1.0,,,,
Trust Fund Beauty ,True,False,False,False,,,,,
Typology ,True,False,False,False,,,,,
ULTA,False,False,False,False,1.0,,,,
URB Apothecary,False,False,False,False,,,,,
Ulta Collection,False,False,False,False,,,,,
Ultrasun,False,False,False,False,,,,,
Uma Oils,False,False,False,False,,,,,
Uma Oils ,True,False,False,False,,,,1.0,
Undefined Beauty,False,False,False,False,1.0,,,,
Undefined Beauty ,False,False,False,True,,,,,
Undone Beauty,False,False,False,False,1.0,,,,
Unsun Cosmetics ,False,False,False,True,,,,,
Uoga Uoga,False,False,False,False,,,,,
Uoma Beauty,False,False,False,False,1.0,,,1.0,
Uoma Beauty ,False,False,False,True,,,,,
Urban Decay ,False,False,True,False,1.0,,,,
Urban Decay ,False,True,True,False,,,,1.0,
Urban Decay ,False,True,True,False,,1.0,,,1.0
Urban Skin Rx,False,False,False,False,1.0,,,,
Urban Skin Rx ,False,False,False,False,,,,,
Urban Veda ,True,False,False,False,1.0,,,,
Ursa Major,False,False,False,False,,,,,
VERB,False,False,False,False,1.0,,,,
VIRGINIC ,True,False,False,False,,,,,
VOLANTE Skincare,False,False,False,False,,,,,
Vacation ,True,False,False,False,1.0,,,,
Vanity Planet,False,False,False,False,,,,,
Vapour Organic Beauty,False,False,False,False,,,,,
Vegamour ,True,False,False,False,,,,,
Velvet 59 ,True,False,False,False,,,,,
Verdant Botanicals ,True,False,False,False,,,,,
Versed ,True,False,False,False,,,,,
"Vintage Cosmetic Company, The",False,False,False,False,1.0,,,,
Vitacare,False,False,False,False,,,,,
VoilaVe,False,False,False,False,,,,,
Volition Beauty,False,False,False,False,,1.0,,1.0,
W.S. Badger,False,False,False,False,,,,,
WLDKAT ,True,False,False,False,1.0,,,,
Wabi-Sabi Botanicals ,True,False,False,False,,,,,
Waitrose,False,False,False,False,,,,,
Wander Beauty,False,False,False,False,,1.0,,1.0,1.0
We Love Eyes ,True,False,False,False,,,,,
Weleda,False,False,False,False,,,,,
"Well Organics, The",False,False,False,False,,,,,
Well People,False,False,False,False,1.0,,,,
Well Scent ,True,False,False,False,,,,,
Wellness Prioritized ,True,False,False,False,,,,,
Wen by Chaz Dean,False,False,False,False,,,,,
Whole Foods Brand/365,False,False,False,False,,,,,
WildMint Cosmetics ,True,False,False,False,,,,,
Wishful Skincare,False,False,False,False,,1.0,,,
Wrenn ,True,False,False,False,,,,,
Xenca,False,False,False,False,,,,,
Xyrena ,True,False,False,False,,,,,
YASOU natural skin care,False,False,False,False,,,,,
YLLO Scrub ,True,False,False,False,,,,,
Yaby Cosmetics ,False,False,False,False,,,,,
Yarok,False,False,False,False,,,,,
Yes To,False,False,False,False,,,1.0,,
Yes to,False,False,False,False,1.0,,,,
Yes to Carrots,False,False,False,False,,,,,
Youngblood Mineral Cosmetics,False,False,False,False,,,,,
Youth to the People ,True,False,True,False,,1.0,,,
Youthforia ,True,False,False,False,1.0,,,,
Yu-Be,False,False,False,False,,,,,
Z Natural Life ,True,False,False,False,,,,,
Z Palette,False,False,False,False,,,1.0,,
ZAK Body Care/ZAK Detox Deodorant,False,False,False,False,,,,,
Zabana Essentials ,True,False,False,False,,,,,
Zaya Eco Skincare ,True,False,False,False,,,,,
ZitSticka,False,False,False,False,1.0,,,,
Zoella Beauty,False,False,False,False,,,,,
Zoeva,False,False,False,False,,1.0,1.0,1.0,
Zoya,False,False,False,False,1.0,,,,
ZuZu Luxe,False,False,False,False,,,,,
Zyderma HS ,True,False,False,False,,,,,
artnaturals,False,False,False,False,,,,,
bare Minerals ,False,False,True,False,,,,,1.0
bare Minerals ,False,True,True,False,,1.0,,,
bare Minerals ,False,True,True,False,1.0,,,,
bareMinerals ,False,False,True,False,,,,,
beautyblender,False,False,False,False,1.0,1.0,1.0,1.0,1.0
bkr,False,False,False,False,,1.0,,,
butter LONDON,False,False,False,False,,,,,1.0
cocokind,False,False,False,False,,,,,
dermaGEEK ,True,False,True,False,,,,,
good DYE young ,True,False,False,False,,,,,
oVertone ,True,False,False,False,,,,,
piCture pOlish,False,False,False,False,,,,,
r.e.m. Beauty ,True,False,False,False,1.0,,,,
rms beauty,False,False,False,False,,1.0,,,
sk*p,False,False,False,False,1.0,,,,
skyn ICELAND ,True,False,False,False,1.0,,,,
theBalm (The Balm),False,False,False,False,,,1.0,,
washbeautyco. by MaskerAide ,True,False,False,False,,,,,
